sel1	gols1	gols2	sel2	data	peso
Sweden	3	1	Montenegro	735763	2.5
Ethiopia	2	1	Lesotho	735763	2.5
Egypt	3	0	Tanzania	735763	2.5
Slovakia	2	1	FYR of Macedonia	735763	2.5
Gabon	0	0	Cote dIvoire	735763	2.5
Togo	2	1	Liberia	735763	2.5
Ghana	7	1	Mauritius	735763	2.5
Equatorial Guinea	1	1	Benin	735763	2.5
Niger	1	0	Namibia	735763	2.5
Cameroon	1	0	Mauritania	735763	2.5
Mozambique	0	1	Rwanda	735763	2.5
Colombia	0	1	Venezuela	735763	3
Brazil	2	1	Peru	735763	3
Cuba	1	1	Curacao	735763	2.5
Sudan	1	0	Sierra Leone	735763	2.5
Congo	1	1	Kenya	735763	2.5
Barbados	1	0	Aruba	735764	2.5
Ecuador	2	3	Bolivia	735764	3
Guyana	4	4	St. Vincent and the Grenadines	735764	2.5
Belize	3	0	Dominican Republic	735764	2.5
St. Lucia	1	4	Antigua and Barbuda	735764	2.5
Morocco	1	1	Tunisia	735764	1
North Korea	4	2	Uzbekistan	735765	2.5
Myanmar	0	2	South Korea	735765	2.5
Bhutan	0	6	China	735765	2.5
Cambodia	0	1	Afghanistan	735765	2.5
Taiwan	0	2	Thailand	735765	2.5
Poland	0	0	Greece	735765	1
Paraguay	1	0	Jamaica	735765	3
Chile	3	3	Mexico	735765	3
Timor-Leste	0	1	United Arab Emirates	735765	2.5
Guam	2	1	India	735765	2.5
Malaysia	0	6	Palestine	735765	2.5
Turkmenistan	1	1	Iran	735765	2.5
Kyrgyzstan	1	2	Australia	735765	2.5
Bangladesh	1	1	Tajikistan	735765	2.5
Suriname	1	3	Nicaragua	735765	2.5
Yemen	0	2	Philippines	735765	2.5
Laos	0	2	Lebanon	735765	2.5
Grenada	2	0	Puerto Rico	735765	2.5
Japan	0	0	Singapore	735765	2.5
Hong Kong	2	0	Maldives	735765	2.5
Bermuda	0	1	Guatemala	735765	2.5
South Africa	2	1	Angola	735765	1
Italy	0	1	Portugal	735765	1
Jordan	3	0	Trinidad and Tobago	735765	1
El Salvador	4	1	St. Kitts and Nevis	735766	2.5
Canada	4	0	Dominica	735766	2.5
Argentina	1	0	Uruguay	735766	3
Libya	1	0	Tunisia	735767	1
Brazil	0	1	Colombia	735767	3
Tunisia	0	1	Libya	735768	1
Guinea-Bissau	1	1	Mali	735768	1
Mexico	1	2	Ecuador	735768	3
Peru	1	0	Venezuela	735768	3
Senegal	3	1	Gambia	735769	1
Uruguay	1	1	Paraguay	735769	3
Chile	5	0	Bolivia	735769	3
South Africa	3	0	Mauritius	735769	1
Mozambique	5	1	Seychelles	735769	1
Tanzania	0	3	Uganda	735769	1
Argentina	1	0	Jamaica	735769	3
Ethiopia	2	0	Kenya	735770	1
Colombia	0	0	Peru	735770	3
Zimbabwe	2	0	Comoros	735770	1
Djibouti	1	2	Burundi	735770	1
Brazil	2	1	Venezuela	735770	3
Mauritania	2	1	Sierra Leone	735770	1
Morocco	3	0	Libya	735770	1
Swaziland	2	2	Angola	735770	1
Namibia	2	1	Zambia	735770	1
Lesotho	0	0	Botswana	735770	1
Guinea	3	1	Liberia	735771	1
Chile	1	0	Uruguay	735774	3
Bolivia	1	3	Peru	735775	3
Mexico	2	2	Costa Rica	735776	1
Argentina	1	1	Colombia	735776	3
Brazil	1	1	Paraguay	735776	3
Chile	2	1	Peru	735779	3
Argentina	6	1	Paraguay	735780	3
Mexico	0	0	Honduras	735781	1
Mauritius	0	2	South Africa	735782	1
Uganda	1	1	Tanzania	735782	1
Seychelles	0	4	Mozambique	735782	1
Kenya	0	0	Ethiopia	735782	1
Zambia	1	1	Namibia	735782	1
Liberia	1	1	Guinea	735782	1
Comoros	0	0	Zimbabwe	735782	1
Mali	3	1	Guinea-Bissau	735782	1
Burundi	2	0	Djibouti	735782	1
Gambia	0	1	Senegal	735782	1
Sierra Leone	0	2	Mauritania	735782	1
USA	4	0	Guatemala	735783	1
Angola	2	0	Swaziland	735783	1
Peru	2	0	Paraguay	735783	3
Chile	1	1	Argentina	735783	3
Botswana	1	1	Lesotho	735784	1
Panama	1	1	Haiti	735787	3
USA	2	1	Honduras	735787	3
El Salvador	0	0	Canada	735788	3
Costa Rica	2	2	Jamaica	735788	3
Mexico	6	0	Cuba	735789	3
Trinidad and Tobago	3	1	Guatemala	735789	3
USA	1	0	Haiti	735790	3
Honduras	1	1	Panama	735790	3
Jamaica	1	0	Canada	735791	3
Costa Rica	1	1	El Salvador	735791	3
Trinidad and Tobago	2	0	Cuba	735792	3
Guatemala	0	0	Mexico	735792	3
Haiti	1	0	Honduras	735793	3
Panama	1	1	USA	735793	3
Canada	0	0	Costa Rica	735794	3
Jamaica	1	0	El Salvador	735794	3
Cuba	1	0	Guatemala	735795	3
Mexico	4	4	Trinidad and Tobago	735795	3
USA	6	0	Cuba	735797	3
Haiti	0	1	Jamaica	735798	3
Trinidad and Tobago	1	1	Panama	735798	3
Mexico	0	0	Costa Rica	735799	3
Panama	1	1	Mexico	735802	3
USA	1	2	Jamaica	735802	3
USA	1	1	Panama	735804	3
Jamaica	1	3	Mexico	735806	3
Maldives	1	3	Mayotte	735810	1
Seychelles	3	0	Madagascar	735810	1
Reunion	1	0	Mauritius	735810	1
China	0	2	South Korea	735812	1
Comoros	0	3	Mauritius	735812	1
North Korea	2	1	Japan	735812	1
Maldives	2	1	Seychelles	735812	1
Mayotte	1	1	Madagascar	735812	1
Madagascar	4	0	Maldives	735814	1
Seychelles	0	1	Mayotte	735814	1
Reunion	3	0	Comoros	735814	1
Japan	1	1	South Korea	735815	1
China	2	0	North Korea	735815	1
Mayotte	2	1	Mauritius	735816	1
Reunion	0	0	Madagascar	735816	1
Mauritius	3	1	Madagascar	735817	1
Mayotte	1	3	Reunion	735818	1
China	1	1	Japan	735819	1
South Korea	0	0	North Korea	735819	1
Fiji	5	0	Tonga	735829	1
Cambodia	2	0	Bhutan	735830	1
Lebanon	2	3	Iraq	735836	1
Fiji	6	0	American Samoa	735837	1
Qatar	4	0	Singapore	735838	1
United Arab Emirates	1	0	Myanmar	735838	1
St. Vincent and the Grenadines	2	2	Barbados	735838	1
Tanzania	1	2	Libya	735838	1
Rwanda	3	1	Ethiopia	735838	1
Oman	1	0	Yemen	735838	1
Laos	2	1	Cambodia	735839	1
Malaysia	0	0	Bangladesh	735839	1
Niger	0	0	Burkina Faso	735840	1
Tonga	0	3	Cook Islands	735841	2.5
Samoa	3	2	American Samoa	735841	2.5
Lebanon	0	0	Palestine	735841	1
India	0	0	Nepal	735841	1
Congo	2	3	Ghana	735842	1
Maldives	2	1	Seychelles	735843	1
Cook Islands	1	0	Samoa	735843	2.5
Tonga	1	2	American Samoa	735843	2.5
China	0	0	Hong Kong	735844	2.5
Netherlands	0	1	Iceland	735844	2.5
Israel	4	0	Andorra	735844	2.5
Cyprus	0	1	Wales	735844	2.5
Uzbekistan	1	0	Yemen	735844	2.5
Turkey	1	1	Latvia	735844	2.5
Azerbaijan	0	0	Croatia	735844	2.5
Bulgaria	0	1	Norway	735844	2.5
Belgium	3	1	Bosnia and Herzegovina	735844	2.5
Italy	1	0	Malta	735844	2.5
Czech Republic	2	1	Kazakhstan	735844	2.5
Qatar	15	0	Bhutan	735844	2.5
Jordan	0	0	Kyrgyzstan	735844	2.5
United Arab Emirates	10	0	Malaysia	735844	2.5
Australia	5	0	Bangladesh	735844	2.5
Philippines	2	0	Maldives	735844	1
Syria	1	0	Singapore	735844	2.5
Japan	3	0	Cambodia	735844	2.5
Thailand	2	0	Afghanistan	735844	1
Iran	6	0	Guam	735844	2.5
South Korea	8	0	Laos	735844	2.5
Bahrain	0	1	North Korea	735844	2.5
Kuwait	9	0	Myanmar	735844	2.5
Iraq	5	1	Taiwan	735844	2.5
Saudi Arabia	7	0	Timor-Leste	735844	2.5
Oman	3	1	Turkmenistan	735844	2.5
American Samoa	2	0	Cook Islands	735845	2.5
Zimbabwe	1	1	Guinea	735845	2.5
Faroe Islands	1	3	Northern Ireland	735845	2.5
Germany	3	1	Poland	735845	2.5
Greece	0	1	Finland	735845	2.5
Gibraltar	0	4	Ireland	735845	2.5
Djibouti	0	2	Togo	735845	2.5
Burundi	2	0	Niger	735845	2.5
Gambia	0	1	Cameroon	735845	2.5
Hungary	0	0	Romania	735845	2.5
Grenada	1	3	Haiti	735845	2.5
Central African Republic	2	0	DR Congo	735845	2.5
Serbia	2	0	Armenia	735845	2.5
Benin	1	1	Mali	735845	2.5
Tonga	0	3	Samoa	735845	2.5
St. Vincent and the Grenadines	2	0	Aruba	735845	2.5
Venezuela	0	3	Honduras	735845	1
Portugal	0	1	France	735845	1
Kenya	1	2	Zambia	735845	2.5
Denmark	0	0	Albania	735845	2.5
Georgia	1	0	Scotland	735845	2.5
Mauritania	3	1	South Africa	735846	2.5
Rwanda	0	1	Ghana	735846	2.5
Guinea-Bissau	2	4	Congo	735846	2.5
South Sudan	1	0	Equatorial Guinea	735846	2.5
Comoros	0	1	Uganda	735846	2.5
San Marino	0	6	England	735846	2.5
Liberia	1	0	Tunisia	735846	2.5
Ukraine	3	1	Belarus	735846	2.5
Montenegro	2	0	Liechtenstein	735846	2.5
Russia	1	0	Sweden	735846	2.5
Spain	2	0	Slovakia	735846	2.5
Suisse	3	2	Slovenia	735846	2.5
Luxembourg	1	0	FYR of Macedonia	735846	2.5
Namibia	0	2	Senegal	735846	2.5
Jamaica	2	3	Nicaragua	735846	2.5
Austria	1	0	Moldova	735846	2.5
Seychelles	1	1	Ethiopia	735846	2.5
Mexico	3	3	Trinidad and Tobago	735846	1
Panama	0	1	Uruguay	735846	1
USA	2	1	Peru	735846	1
Brazil	1	0	Costa Rica	735846	1
Argentina	7	0	Bolivia	735846	1
Chile	3	2	Paraguay	735846	1
Estonia	1	0	Lithania	735846	2.5
Antigua and Barbuda	1	0	Guatemala	735846	2.5
São Tome e Ptincipe	0	3	Morocco	735846	2.5
Canada	3	0	Belize	735846	2.5
Curacao	0	1	El Salvador	735846	2.5
Tanzania	0	0	Nigeria	735846	2.5
Gabon	4	0	Sudan	735846	2.5
Botswana	1	0	Burkina Faso	735846	2.5
Iceland	0	0	Kazakhstan	735847	2.5
Norway	2	0	Croatia	735847	2.5
Italy	1	0	Bulgaria	735847	2.5
Malta	2	2	Azerbaijan	735847	2.5
Bosnia and Herzegovina	3	0	Andorra	735847	2.5
Turkey	3	0	Netherlands	735847	2.5
Wales	0	0	Israel	735847	2.5
Cyprus	0	1	Belgium	735847	2.5
Swaziland	2	2	Malawi	735847	2.5
Lesotho	1	3	Algeria	735847	2.5
Madagascar	0	0	Angola	735847	2.5
Libya	1	2	Cape Verde	735847	2.5
Mauritius	1	0	Mozambique	735847	2.5
Sierra Leone	0	0	Cote dIvoire	735847	2.5
Latvia	1	2	Czech Republic	735847	2.5
Chad	1	5	Egypt	735847	2.5
Albania	0	1	Portugal	735848	2.5
Finland	1	0	Faroe Islands	735848	2.5
Romania	0	0	Greece	735848	2.5
Armenia	0	0	Denmark	735848	2.5
Northern Ireland	1	1	Hungary	735848	2.5
Ireland	1	0	Georgia	735848	2.5
Poland	8	1	Gibraltar	735848	2.5
Myanmar	1	1	New Zealand	735848	1
Scotland	2	3	Germany	735848	2.5
France	2	1	Serbia	735848	1
Moldova	0	2	Montenegro	735849	2.5
Palestine	0	0	United Arab Emirates	735849	2.5
Laos	0	2	Kuwait	735849	2.5
Cambodia	0	6	Syria	735849	2.5
FYR of Macedonia	0	1	Spain	735849	2.5
Belarus	2	0	Luxembourg	735849	2.5
Slovenia	1	0	Estonia	735849	2.5
Liechtenstein	0	7	Russia	735849	2.5
Sweden	1	4	Austria	735849	2.5
India	0	3	Iran	735849	2.5
England	2	0	Suisse	735849	2.5
Lebanon	0	3	South Korea	735849	2.5
Lithania	2	1	San Marino	735849	2.5
Yemen	0	4	Bahrain	735849	2.5
Slovakia	0	0	Ukraine	735849	2.5
Thailand	2	2	Iraq	735849	2.5
Philippines	1	5	Uzbekistan	735849	2.5
Hong Kong	2	3	Qatar	735849	2.5
South Africa	1	0	Senegal	735849	1
Ecuador	2	0	Honduras	735849	1
Venezuela	1	1	Panama	735849	1
Zambia	1	1	Gabon	735849	1
Tajikistan	0	3	Australia	735849	2.5
Taiwan	1	2	Vietnam	735849	2.5
Maldives	0	3	China	735849	2.5
Bangladesh	0	4	Jordan	735849	2.5
Malaysia	1	2	Saudi Arabia	735849	2.5
Nigeria	2	0	Niger	735849	1
Guam	0	0	Oman	735849	2.5
Afghanistan	0	6	Japan	735849	2.5
Guatemala	2	0	Antigua and Barbuda	735850	2.5
El Salvador	1	0	Curacao	735850	2.5
Belize	1	1	Canada	735850	2.5
Haiti	3	0	Grenada	735850	2.5
Nicaragua	0	2	Jamaica	735850	2.5
Costa Rica	1	0	Uruguay	735850	1
Colombia	1	1	Peru	735850	1
Argentina	2	2	Mexico	735850	1
USA	1	4	Brazil	735850	1
Aruba	2	1	St. Vincent and the Grenadines	735850	2.5
Rwanda	0	1	Gabon	735853	1
Botswana	2	3	Ethiopia	735871	1
Oman	2	1	Syria	735873	1
Jordan	3	0	Iraq	735874	1
Comoros	0	0	Lesotho	735878	2.5
Tanzania	2	0	Malawi	735878	2.5
Mauritius	2	5	Kenya	735878	2.5
Seychelles	0	1	Burundi	735878	2.5
Hungary	2	1	Faroe Islands	735879	2.5
Singapore	1	0	Afghanistan	735879	2.5
Jordan	2	0	Australia	735879	2.5
Oman	1	1	Iran	735879	2.5
Timor-Leste	1	1	Palestine	735879	2.5
Turkmenistan	2	1	India	735879	2.5
Vietnam	1	1	Iraq	735879	2.5
Albania	0	2	Serbia	735879	2.5
Portugal	1	0	Denmark	735879	2.5
Romania	1	1	Finland	735879	2.5
Ireland	1	0	Germany	735879	2.5
Scotland	2	2	Poland	735879	2.5
Syria	0	3	Japan	735879	2.5
Northern Ireland	3	1	Greece	735879	2.5
Georgia	4	0	Gibraltar	735879	2.5
Saudi Arabia	2	1	United Arab Emirates	735879	2.5
Kuwait	0	1	South Korea	735879	2.5
São Tome e Ptincipe	1	0	Ethiopia	735879	2.5
Bhutan	3	4	Maldives	735879	2.5
Colombia	2	0	Peru	735879	2.5
France	4	0	Armenia	735879	1
Laos	1	3	Malaysia	735879	1
Venezuela	0	1	Paraguay	735879	2.5
Nigeria	0	2	DR Congo	735879	1
North Korea	0	0	Philippines	735879	2.5
Liberia	1	1	Guinea-Bissau	735879	2.5
South Sudan	1	1	Mauritania	735879	2.5
Bolivia	0	2	Uruguay	735879	2.5
Myanmar	0	2	Lebanon	735879	2.5
Kyrgyzstan	2	2	Tajikistan	735879	2.5
Bahrain	0	4	Uzbekistan	735879	2.5
Qatar	1	0	China	735879	2.5
Gambia	1	1	Namibia	735880	2.5
Montenegro	2	3	Austria	735880	2.5
Slovakia	0	1	Belarus	735880	2.5
Spain	4	0	Luxembourg	735880	2.5
Moldova	1	2	Russia	735880	2.5
Suisse	7	0	San Marino	735880	2.5
Djibouti	0	6	Swaziland	735880	2.5
Liechtenstein	0	2	Sweden	735880	2.5
Slovenia	1	1	Lithania	735880	2.5
Chile	2	0	Brazil	735880	2.5
Thailand	1	0	Hong Kong	735880	1
England	2	0	Estonia	735880	2.5
Somalia	0	2	Niger	735880	2.5
Taiwan	5	1	Macau	735880	1
Costa Rica	0	1	South Africa	735880	1
Tunisia	3	3	Gabon	735880	1
Burkina Faso	1	4	Mali	735880	1
FYR of Macedonia	0	2	Ukraine	735880	2.5
Algeria	1	2	Guinea	735880	1
Argentina	0	2	Ecuador	735880	2.5
Panama	1	2	Trinidad and Tobago	735880	1
Morocco	0	1	Cote dIvoire	735880	1
Honduras	1	1	Guatemala	735880	1
Croatia	3	0	Bulgaria	735881	2.5
Israel	1	2	Cyprus	735881	2.5
Bosnia and Herzegovina	2	0	Wales	735881	2.5
Andorra	1	4	Belgium	735881	2.5
Kazakhstan	1	2	Netherlands	735881	2.5
Norway	2	0	Malta	735881	2.5
Eritrea	0	2	Botswana	735881	2.5
Iceland	2	2	Latvia	735881	2.5
Central African Republic	0	3	Madagascar	735881	2.5
Chad	1	0	Sierra Leone	735881	2.5
Kosovo	2	0	Equatorial Guinea	735881	1
USA	2	2	Mexico	735881	1
El Salvador	1	3	Haiti	735881	1
Czech Republic	0	2	Turkey	735881	2.5
Azerbaijan	1	3	Italy	735881	2.5
Poland	2	1	Ireland	735882	2.5
Finland	1	1	Northern Ireland	735882	2.5
Nigeria	3	0	Cameroon	735882	1
Gibraltar	0	6	Scotland	735882	2.5
Germany	2	1	Georgia	735882	2.5
Egypt	3	0	Zambia	735882	1
Faroe Islands	0	3	Romania	735882	2.5
Malawi	1	0	Tanzania	735882	2.5
Serbia	1	2	Portugal	735882	2.5
Kenya	0	0	Mauritius	735882	2.5
Greece	4	3	Hungary	735882	2.5
Armenia	0	3	Albania	735882	2.5
Ethiopia	3	0	São Tome e Ptincipe	735882	2.5
Denmark	1	2	France	735882	1
Ukraine	0	1	Spain	735883	2.5
Sweden	2	0	Moldova	735883	2.5
Russia	2	0	Montenegro	735883	2.5
Lithania	0	3	England	735883	2.5
Luxembourg	2	4	Slovakia	735883	2.5
Austria	3	0	Liechtenstein	735883	2.5
Estonia	0	1	Suisse	735883	2.5
Morocco	1	1	Guinea	735883	1
Gabon	1	2	DR Congo	735883	1
Belarus	0	0	FYR of Macedonia	735883	2.5
San Marino	0	2	Slovenia	735883	2.5
Timor-Leste	0	1	Malaysia	735884	2.5
Madagascar	2	2	Central African Republic	735884	2.5
Ecuador	2	0	Bolivia	735884	2.5
Lesotho	1	1	Comoros	735884	2.5
Guinea-Bissau	1	3	Liberia	735884	2.5
Namibia	2	1	Gambia	735884	2.5
Sierra Leone	2	1	Chad	735884	2.5
Burundi	2	0	Seychelles	735884	2.5
Netherlands	2	3	Czech Republic	735884	2.5
Mauritania	4	0	South Sudan	735884	2.5
Jordan	3	0	Tajikistan	735884	2.5
Italy	2	1	Norway	735884	2.5
Bulgaria	2	0	Azerbaijan	735884	2.5
Cyprus	2	3	Bosnia and Herzegovina	735884	2.5
Turkey	1	0	Iceland	735884	2.5
Wales	2	0	Andorra	735884	2.5
Latvia	0	1	Kazakhstan	735884	2.5
Belgium	3	1	Israel	735884	2.5
Syria	5	2	Afghanistan	735884	2.5
Oman	3	0	India	735884	2.5
Malta	0	1	Croatia	735884	2.5
North Korea	1	0	Yemen	735884	2.5
Congo	2	1	Benin	735884	1
Botswana	3	1	Eritrea	735884	2.5
Algeria	1	0	Senegal	735884	1
South Korea	3	0	Jamaica	735884	1
Iran	1	1	Japan	735884	1
Vietnam	0	3	Thailand	735884	2.5
Singapore	2	1	Cambodia	735884	2.5
Niger	4	0	Somalia	735884	2.5
Bahrain	2	0	Philippines	735884	2.5
Kyrgyzstan	2	0	Bangladesh	735884	2.5
Bhutan	0	1	Hong Kong	735884	2.5
Turkmenistan	1	0	Guam	735884	2.5
Kuwait	0	0	Lebanon	735884	2.5
Myanmar	3	1	Laos	735884	2.5
Qatar	4	0	Maldives	735884	2.5
Trinidad and Tobago	0	0	Nicaragua	735885	1
Guatemala	1	1	El Salvador	735885	1
Mexico	1	0	Panama	735885	1
Uruguay	3	0	Colombia	735885	2.5
Peru	3	4	Chile	735885	2.5
Paraguay	0	0	Argentina	735885	2.5
Brazil	3	1	Venezuela	735885	2.5
USA	0	1	Costa Rica	735885	1
Canada	1	1	Ghana	735885	1
Honduras	1	1	South Africa	735885	1
Zambia	3	0	Mozambique	735888	1
Chad	0	2	Gabon	735888	1
Swaziland	2	1	Djibouti	735888	2.5
Uganda	2	0	Sudan	735888	1
South Africa	0	2	Angola	735888	1
Niger	2	0	Togo	735888	1
Nigeria	2	0	Burkina Faso	735888	1
Burundi	2	0	Ethiopia	735889	1
Mali	2	1	Mauritania	735889	1
Guinea	2	0	Senegal	735889	1
Cameroon	0	0	Congo	735889	1
Ghana	2	1	Cote dIvoire	735889	1
Zimbabwe	3	1	Lesotho	735889	1
Gabon	0	1	Chad	735895	1
Senegal	3	1	Guinea	735895	1
Mauritania	1	1	Mali	735895	1
Angola	1	2	South Africa	735895	1
Togo	1	1	Niger	735896	1
Sudan	0	2	Uganda	735896	1
Burkina Faso	0	0	Nigeria	735896	1
Mozambique	1	1	Zambia	735896	1
Lesotho	1	1	Zimbabwe	735896	1
Ethiopia	3	0	Burundi	735896	1
Cote dIvoire	1	0	Ghana	735901	1
Congo	0	1	Cameroon	735902	1
Cambodia	6	1	Brunei	735905	1
St. Vincent and the Grenadines	2	1	Antigua and Barbuda	735906	1
United Arab Emirates	5	1	Turkmenistan	735907	1
Hong Kong	5	0	Myanmar	735909	1
Vanuatu	1	1	Fiji	735909	1
Palestine	0	0	Saudi Arabia	735911	2.5
Vanuatu	2	1	Fiji	735912	2.5
Mozambique	1	0	Gabon	735913	2.5
Sudan	0	1	Zambia	735913	2.5
Estonia	3	0	Georgia	735913	1
Jordan	2	0	Malta	735913	1
Ecuador	2	1	Uruguay	735914	2.5
Thailand	4	2	Taiwan	735914	2.5
Lebanon	7	0	Laos	735914	2.5
Philippines	0	1	Yemen	735914	2.5
Benin	2	1	Burkina Faso	735914	2.5
Bolivia	4	2	Venezuela	735914	2.5
Burundi	2	3	DR Congo	735914	2.5
India	1	0	Guam	735914	2.5
South Korea	4	0	Myanmar	735914	2.5
Uzbekistan	3	1	North Korea	735914	2.5
Norway	0	1	Hungary	735914	2.5
Afghanistan	3	0	Cambodia	735914	2.5
Australia	3	0	Kyrgyzstan	735914	2.5
Iran	3	1	Turkmenistan	735914	2.5
Palestine	6	0	Malaysia	735914	2.5
Andorra	0	1	St. Kitts and Nevis	735914	1
Maldives	0	1	Hong Kong	735914	2.5
United Arab Emirates	8	0	Timor-Leste	735914	2.5
Tajikistan	5	0	Bangladesh	735914	2.5
FYR of Macedonia	4	1	Montenegro	735914	1
China	12	0	Bhutan	735914	2.5
Togo	0	1	Uganda	735914	2.5
Morocco	2	0	Equatorial Guinea	735914	2.5
Singapore	0	3	Japan	735914	2.5
Oman	0	1	New Zealand	735914	1
Namibia	0	1	Guinea	735914	2.5
Luxembourg	1	0	Greece	735915	1
Madagascar	2	2	Senegal	735915	2.5
Kenya	1	0	Cape Verde	735915	2.5
Liberia	0	1	Cote dIvoire	735915	2.5
Angola	1	3	South Africa	735915	2.5
Bosnia and Herzegovina	1	1	Ireland	735915	2.5
Mauritania	1	2	Tunisia	735915	2.5
Chile	1	1	Colombia	735915	2.5
Niger	0	3	Cameroon	735915	2.5
Comoros	0	0	Ghana	735915	2.5
Libya	1	0	Rwanda	735915	2.5
Slovakia	3	2	Suisse	735915	1
Swaziland	0	0	Nigeria	735915	2.5
Spain	2	0	England	735915	1
Czech Republic	4	1	Serbia	735915	1
Wales	2	3	Netherlands	735915	1
Belgium	3	1	Italy	735915	1
Northern Ireland	1	0	Latvia	735915	1
Poland	4	2	Iceland	735915	1
France	2	0	Germany	735915	1
Qatar	1	2	Turkey	735915	1
Guatemala	1	2	Trinidad and Tobago	735916	2.5
Ethiopia	3	4	Congo	735916	2.5
Sweden	2	1	Denmark	735916	2.5
Mexico	3	0	El Salvador	735916	2.5
Costa Rica	1	0	Haiti	735916	2.5
Jamaica	0	2	Panama	735916	2.5
Canada	1	0	Honduras	735916	2.5
Chad	1	0	Egypt	735916	2.5
USA	6	1	St. Vincent and the Grenadines	735916	2.5
Argentina	1	1	Brazil	735916	2.5
Tanzania	2	2	Algeria	735916	2.5
Botswana	2	1	Mali	735916	2.5
Gabon	1	1	Mozambique	735916	2.5
Russia	1	0	Portugal	735916	1
Hong Kong	2	0	Macau	735916	1
Peru	1	0	Paraguay	735916	2.5
Ukraine	2	0	Slovenia	735916	2.5
Guinea	2	0	Namibia	735917	2.5
Zambia	2	0	Sudan	735917	2.5
Hungary	2	1	Norway	735917	2.5
DR Congo	2	2	Burundi	735917	2.5
Uganda	3	0	Togo	735917	2.5
Equatorial Guinea	1	0	Morocco	735917	2.5
Albania	2	2	Georgia	735918	1
Ireland	2	0	Bosnia and Herzegovina	735918	2.5
Cote dIvoire	3	0	Liberia	735919	2.5
Congo	2	1	Ethiopia	735919	2.5
St. Vincent and the Grenadines	0	4	Guatemala	735919	2.5
Tunisia	2	1	Mauritania	735919	2.5
Malaysia	1	2	United Arab Emirates	735919	2.5
Rwanda	1	3	Libya	735919	2.5
Cameroon	0	0	Niger	735919	2.5
Honduras	0	2	Mexico	735919	2.5
Ghana	2	0	Comoros	735919	2.5
South Africa	1	0	Angola	735919	2.5
Algeria	7	0	Tanzania	735919	2.5
Nigeria	2	0	Swaziland	735919	2.5
Venezuela	1	3	Ecuador	735919	2.5
Colombia	0	1	Argentina	735919	2.5
Mali	2	0	Botswana	735919	2.5
Senegal	3	0	Madagascar	735919	2.5
Cape Verde	2	0	Kenya	735919	2.5
Denmark	2	2	Sweden	735919	2.5
Slovenia	1	1	Ukraine	735919	2.5
Burkina Faso	2	0	Benin	735919	2.5
Guam	0	6	Iran	735919	2.5
North Korea	2	0	Bahrain	735919	2.5
Estonia	3	0	St. Kitts and Nevis	735919	1
Timor-Leste	0	10	Saudi Arabia	735919	2.5
Austria	1	2	Suisse	735919	1
FYR of Macedonia	0	1	Lebanon	735919	1
Azerbaijan	2	1	Moldova	735919	1
Egypt	4	0	Chad	735919	2.5
Bangladesh	0	4	Australia	735919	2.5
Russia	1	3	Croatia	735919	1
Luxembourg	0	2	Portugal	735919	1
Slovakia	3	1	Iceland	735919	1
Poland	3	1	Czech Republic	735919	1
Turkey	0	0	Greece	735919	1
England	2	0	France	735919	1
Laos	0	5	South Korea	735919	2.5
Turkmenistan	2	1	Oman	735919	2.5
Singapore	1	2	Syria	735919	2.5
Cambodia	0	2	Japan	735919	2.5
Taiwan	0	2	Iraq	735919	2.5
Yemen	1	3	Uzbekistan	735919	2.5
Bhutan	0	3	Qatar	735919	2.5
Kyrgyzstan	1	0	Jordan	735919	2.5
Italy	2	2	Romania	735919	1
Hong Kong	0	0	China	735919	2.5
Haiti	0	1	Jamaica	735920	2.5
Paraguay	2	1	Bolivia	735920	2.5
Brazil	3	0	Peru	735920	2.5
El Salvador	0	0	Canada	735920	2.5
Panama	1	2	Costa Rica	735920	2.5
Trinidad and Tobago	0	0	USA	735920	2.5
Uruguay	3	0	Chile	735920	2.5
Burundi	1	0	Sansibar	735923	1
Ethiopia	0	1	Rwanda	735923	1
Somalia	0	4	Tanzania	735924	1
Kenya	2	0	Uganda	735924	1
South Sudan	2	0	Djibouti	735925	1
Sudan	1	2	Malawi	735925	1
Rwanda	2	1	Tanzania	735926	1
Sansibar	0	4	Uganda	735926	1
Kenya	1	1	Burundi	735927	1
Somalia	2	0	Ethiopia	735927	1
Malawi	3	0	Djibouti	735927	1
South Sudan	0	0	Sudan	735927	1
Rwanda	3	0	Somalia	735929	1
Sansibar	3	1	Kenya	735929	1
South Sudan	2	0	Malawi	735929	1
Djibouti	0	4	Sudan	735929	1
Uganda	1	0	Burundi	735930	1
Tanzania	1	1	Ethiopia	735930	1
Uganda	2	0	Malawi	735932	1
Tanzania	1	1	Ethiopia	735932	1
South Sudan	1	1	Sudan	735933	1
Rwanda	1	1	Kenya	735933	1
Uganda	1	1	Ethiopia	735935	1
Rwanda	1	1	Sudan	735935	1
Ethiopia	1	1	Sudan	735937	1
Uganda	1	0	Rwanda	735937	1
Nicaragua	5	0	Cuba	735940	1
Nicaragua	1	0	Cuba	735943	1
Costa Rica	1	0	Nicaragua	735947	1
Honduras	2	0	Cuba	735948	1
Bangladesh	1	0	Nepal	735949	1
Nepal	0	1	Sri Lanka	735955	1
Afghanistan	4	0	Bangladesh	735956	1
Maldives	3	1	Bhutan	735956	1
India	2	0	Sri Lanka	735957	1
Bangladesh	1	3	Maldives	735958	1
